entry,meaning,ipa,example_sentence,translated_sentence
perfect,"【形】完璧な, 完全な.",/'pɜːrfɪkt/,She has a perfect score on the test.,彼女はテストで完全なスコアを取った。
pack,【動】梱包する;【名】包み.,/pæk/,I need to pack my suitcase for the trip.,旅行のためにスーツケースに荷物を詰める必要があります。
phone,【名】電話.,/fəʊn/,I'll phone you later,後であなたに電話します
plant,【名】植物;【動】植える.,/plænt/,The rabbit eats plants for food.,ウサギは食べ物として植物を食べます。
proper,"【形】適切な, ふさわしい.",/'prɑpər/,It is proper to dress formally for a job interview.,仕事の面接では正装するのが適切です。
pretty,"【形】かわいい, かなり.",/'prɪti/,The girl had a pretty dress on.,彼女はきれいなドレスを着ていた。
program,"【名】プログラム, 計画;【動】プログラムする.",/prəʊˈɡræm/,I attended a program at the local community center.,私は地元のコミュニティセンターで催し物に参加しました。
pull,"【動】引く, 引っ張る.",/pʊl/,He pulled the heavy suitcase up the stairs.,彼は重いスーツケースを階段を上って引いた。
river,"【名】川, 河.",/ˈrɪvər/,The river was so beautiful that it captivated my heart.,その川はとても美しくて、私の心を惹きつけた。
radio,【名】ラジオ.,/ˈreɪdi.oʊ/,I bought a radio for my bedroom.,私は自分の部屋用にラジオを買った。
rain,【名】雨;【動】雨が降る.,/reɪn/,I hope it doesn't rain tomorrow.,明日雨が降らないことを願います。
question,【名】質問;【動】質問する.,/kwɛs.tʃən/,What is the question?,どんな質問なのですか？
quite,"【副】かなり, かなりの程度.",/kwaɪt/,She is quite tall for her age.,彼女は年齢に比べて割と背が高いです。
rich,"【形】裕福な, 豊かな.",/rɪtʃ/,He is a rich man.,彼は金持ちの男です。
raise,"【動】上げる, 持ち上げる.",/reɪz/,She asked her boss for a raise.,彼女は上司に昇給を頼んだ。
road,"【名】道路, 道.",/roʊd/,I live on a quiet road.,私は静かな道路に住んでいます。
responsible,"【形】責任がある, 責任を負うべき.",/rɪˈspɒnsəbəl/,She is responsible for managing the project.,彼女はプロジェクトの管理を担当しています。
rid,"【動】取り除く, 取り去る.",/rɪd/,He rid himself of all his bad habits.,彼は自分自身の悪い習慣をすべて断ち切った。
room,"【名】部屋, 空間.",/ruːm/,I will go to the room.,私は部屋に行きます。
rough,"【形】粗い, 大まかな.",/rʌf/,The surface of the table is rough.,テーブルの表面は粗いです。
rule,"【名】規則, ルール;【動】支配する.",/ruːl/,The school has a strict rule about attendance.,学校には出席に関する厳しいルールがある。
run,"【動】走る, 動かす.",/rʌn/,I usually run in the morning for exercise.,私は通常、運動のために朝に走ります。
safe,"【形】安全な, 危険のない.",/seɪf/,It is important to always wear a helmet while riding a bike to stay safe.,自転車に乗る際には常にヘルメットを着用して安全を確保することが重要です。
something,"【代】何か, 何かあるもの.",/sʌmθɪŋ/,"I don't know what it is, but I'll find out something.",私は何かしらがわからないけど、何かしらは探し出すよ。
roughly,"【副】大まかに, おおよそ.",/ˈrʌfli/,He roughly estimated the cost of the project.,彼はプロジェクトのコストをおおよそ見積もった。
science,【名】科学.,/saɪəns/,Science is the study of the natural world.,科学とは自然界の研究である。
sea,【名】海.,/siː/,The sea is beautiful.,海は美しい。
seem,"【動】…のように見える, 思われる.",/siːm/,You seem tired.,疲れているように見える。
self,"【名】自己, 自分.",/sɛlf/,I am true to myself.,自分自身に忠実である。
seriously,"【副】真剣に, 深刻に.",/sɪəriəsli/,I seriously need to finish this project by tomorrow.,明日までにこのプロジェクトを真剣に終わらせなければなりません。
server,"【名】サーバー, 給仕.",/'sɜːrvər/,The server brought us our drinks.,店員が私たちのドリンクを運んできました。
sense,"【名】感覚, 意味.",/sɛns/,I have a keen sense of smell.,私は嗅覚が鋭いです。
seven,"【名】7, 七.",/'sɛvən/,There are seven days in a week.,週には7日あります。
soon,"【副】すぐに, 間もなく.",/suːn/,I will finish it soon.,それはすぐに終わります。
short,"【形】短い, 短時間の.",/ʃɔrt/,He stopped short when he saw the car coming towards him.,彼は車が彼に向かって来るのを見て、急に止まった。
sick,"【形】病気の, 気分が悪い.",/sɪk/,She looks sick and needs to see a doctor.,彼女は病気のようで、医者に診てもらう必要があります。
sign,"【名】標識, 兆候;【動】署名する.",/saɪn/,I saw a sign on the wall.,壁に看板があるのを見た。
sister,【名】姉妹.,/'sɪstər/,My sister is very kind.,私の姉はとても優しい。
share,"【動】共有する, 分かち合う.",/ʃɛər/,We shared the secret among us.,私たちの間でその秘密を共有した。
situation,"【名】状況, 状態.",/sɪtʃuˈeɪʃən/,"In this situation, it is important to consider the other person's perspective.",この立場では、相手の視点を考慮することが重要です。
sixty,"【名】60, 六十.",/ˈsɪksti/,There are sixty students in the class.,クラスには60人の生徒がいます。
slowly,【副】ゆっくりと.,/'sləʊ.li/,He walked slowly towards the park.,彼は遅く公園に向かって歩いた。
small,"【形】小さい, 小規模な.",/smɔːl/,The room was small.,部屋は小さかった。
situate,"【動】位置する, 置く.",/sɪˈtʃueɪt/,The hotel is situated in a beautiful location overlooking the ocean.,ホテルは海を見下ろす美しい場所に位置しています。
soft,"【形】柔らかい, 優しい.",/sɒft/,The pillow is so soft that it changes shape when pressed.,枕は押されると形を変えるほど柔らかいです。
smoke,【名】煙;【動】煙を吸う.,/sməʊk/,The sky was filled with a thick smoke from the fire.,空は大火からの厚い煙で満たされていた。
spring,【名】春;【動】跳ねる.,/sprɪŋ/,The birds are singing in the spring.,春になると鳥たちが歌い始める。
square,"【名】広場, 正方形;【形】正方形の.",/skwɛər/,The park has a beautiful square with a fountain in the center.,公園には中央に噴水のある美しい広場があります。
telephone,【名】電話.,/ˈtɛləfoʊn/,I need to check the telephone number I wrote down yesterday.,昨日書いた電話番号を確認しないといけない。
tell,"【動】言う, 話す.",/tɛl/,I will tell you the truth.,あなたに真実を話します。
steal,【動】盗む.,/stiːl/,He tried to steal money from the bank.,彼は銀行からお金を盗もうとした。
stop,"【動】止める, 止まる.",/stɑp/,Please stop the car.,車を止めてください。
terrible,"【形】恐ろしい, ひどい.",/'tɛrəbəl/,The weather was terrible yesterday.,昨日の天気は最悪だった。
thank,【動】感謝する.,/θæŋk/,I thanked her for her help.,彼女の助けに感謝した。
test,"【名】試験, テスト;【動】テストする.",/tɛst/,I need to take a test.,テストを受けなくてはなりません。
sure,"【形】確かな, 確信している.",/ʃʊr/,The sure way to success is to keep trying.,成功への確かな道は、努力を続けることです。
surprise,"【名】驚き, サプライズ;【動】驚かせる.",/sərˈpraɪz/,They surprised the enemy at dawn.,彼らは夜明けに敵を急襲した。
sweet,【形】甘い;【名】甘いもの.,/swiːt/,The sweet aroma of flowers filled the room.,花の香りが部屋を満たしていた。
swim,【動】泳ぐ;【名】水泳.,/swɪm/,I love to swim in the ocean.,私は海で泳ぐのが大好きです。
talk,【動】話す;【名】会話.,/tɔːk/,I love to talk about books.,私は本について話すのが好きです。
taste,【動】味わう;【名】味.,/teɪst/,The cake has a delicious taste.,ケーキは美味しい味がする。
team,"【名】チーム, 組.",/tim/,I am a member of the basketball team.,私はバスケットボールチームのメンバーです。
that,"【代】あれ, それ.",/ðæt/,I'm not sure if I can do that.,それはできるかどうかあやふやです。
symbol,"【名】象徴, 記号.",/'sɪmbəl/,The Statue of Liberty is a symbol of freedom.,自由の象徴である自由の女神像。
thirteen,"【名】13, 十三.",/ˈθɜːrtiːn/,There are thirteen students in the classroom.,教室には13人の生徒がいます。
those,"【代】それら, あれら.",/ðoʊz/,Those are my books.,それらは私の本です。
throw,"【動】投げる, 放る.",/θroʊ/,He likes to throw the ball.,彼はボールを投げるのが好きです。
time,"【名】時間, 時.",/taɪm/,I don't have enough time to finish my homework.,宿題を終わらせるのに十分な時間がありません。
together,"【副】一緒に, 共同で.",/təˈɡɛðər/,We worked together to finish the project.,プロジェクトを完成するために一緒に働きました。
track,"【名】道, トラック.",/træk/,The track of the car was clearly visible on the muddy road.,車の通った跡が泥だらけの道路にはっきりと見えました。
Tuesday,【名】火曜日.,/tʃuzˈdeɪ/,I'm looking forward to Tuesday.,私は火曜日を楽しみにしています。
trip,"【名】旅行, 小旅行.",/trɪp/,I'm planning a trip to the beach.,私はビーチへの旅行を計画しています。
truly,"【副】本当に, 真に.",/ˈtruːli/,I truly believe in you.,私はあなたを本当に信じています。
truth,"【名】真実, 事実.",/truːθ/,The truth will always come out eventually.,真実はいつか必ず明るみに出る。
try,"【動】試みる, 試す.",/traɪ/,I'm going to give it a try.,ちょっと試してみようね。
