entry,meaning,ipa,example_sentence,translated_sentence
charitable,"【形】慈善の, 慈善的な.",/ˈtʃærɪtəbəl/,She is known for her charitable acts towards the less fortunate.,彼女は貧しい人々に対する慈善行為で知られています。
correction,"【名】訂正, 補正.",/kəˈrɛkʃən/,The teacher made a correction to my homework.,先生は私の宿題に修正を加えました。
hostility,"【名】敵意, 敵対心.",/hɑˈstɪləti/,The hostility between the two countries has been escalating.,二つの国の敵意がエスカレートしています。
landlord,"【名】家主, 大家.",/lændlɔːrd/,The landlord is responsible for maintaining the property.,大家は物件のメンテナンスを行う責任があります。
outgoing,"【形】外向的な, 発信の.",/aʊtˈɡəʊ.ɪŋ/,She is a very outgoing person.,彼女はとても外向的な人です。
prescribe,"【動】処方する, 規定する.",/prɪˈskraɪb/,Doctors prescribe medication to treat various illnesses.,医師はさまざまな病気を治療するために薬を処方します。
torture,【動】拷問する;【名】拷問.,/'tɔːr.tʃər/,Torture is a violation of human rights.,拷問は人権侵害です。
transit,"【名】輸送, 交通機関.",/'trænzɪt/,I prefer to use public transit instead of driving.,私は運転する代わりに公共交通機関を利用することを好む。
alert,【形】警戒した;【動】警告する.,/əˈlɜrt/,The alert soldier spotted the enemy before anyone else.,その油断のない兵士は、他の誰よりも先に敵を見つけた。
payroll,"【名】給与, 給与支払.",/ˈpeɪroʊl/,I need to submit my payroll information by Friday.,金曜日までに給与情報を提出する必要があります。
subtle,"【形】微妙な, 繊細な.",/'sʌtl/,The subtle scent of flowers filled the air.,かすかな花の香りが空気に満ちていた。
fare,"【名】運賃, 料金.",/fɛr/,The fare for the train ride is $10.,電車の乗車料金は10ドルです。
forthcoming,"【形】来るべき, 近々.",/fɔrθˈkʌmɪŋ/,The forthcoming event will be a great opportunity for networking.,今度のイベントはネットワーキングの絶好の機会となるでしょう。
institute,"【動】設立する, 設置する.",/ˈɪnstɪˌt(j)ut/,He works at a research institute.,彼は研究所で働いています。
judicial,"【形】司法の, 裁判の.",/dʒuˈdɪʃəl/,The judicial system ensures a fair and impartial trial.,司法制度は公正かつ公平な裁判を保障しています。
mitigate,"【動】軽減する, 緩和する.",/mɪtɪɡeɪt/,We need to take immediate action to mitigate the impact of climate change.,私たちは気候変動の影響を緩和するために即座な行動を取る必要があります。
prudent,"【形】慎重な, 分別のある.",/'pruːdənt/,He made a prudent decision before investing his money.,彼はお金を投資する前に慎重な判断をしました。
spouse,【名】配偶者.,/spaʊs/,My spouse and I went on a vacation to Hawaii.,私の配偶者と私はハワイにバケーションに行った。
correlation,"【名】相関, 相互関係.",/kɔːrɪˈleɪʃən/,There is a strong correlation between smoking and lung cancer.,喫煙と肺がんの間には強い相関関係があります。
debenture,【名】社債.,/dɪˈbɛn.tʃər/,The company issued a debenture to raise capital for their new project.,その会社は新しいプロジェクトの資金を調達するために社債を発行した。
deem,"【動】みなす, 判断する.",/diːm/,I deem it necessary to take action.,私は行動を取る必要があると考えています。
accuracy,"【名】正確さ, 精度.",/ˈækjərəsi/,The accuracy of this machine is impressive.,この機械の精度は素晴らしい。
reconcile,"【動】和解する, 調整する.",/rɪˈkɒnsaɪl/,They were able to reconcile their differences and become friends again.,彼らは意見の相違を和解させ、再び友達になることができました。
wholesale,【形】卸売の;【名】卸売.,/'hoʊlseɪl/,I work in the wholesale industry.,私は卸売業界で働いています。
flaw,"【名】欠陥, 欠点.",/flɔː/,"Despite his flaw, he is still a great leader.",彼の欠点にもかかわらず、彼はまだ素晴らしいリーダーです。
grocery,"【名】食料品, 食料品店.",/ˈɡroʊsəri/,I need to go to the grocery store to buy some food.,食料品を買うために食料品店に行かなければなりません。
prevail,"【動】優勢である, 勝つ.",/pɹɪˈveɪl/,Justice will prevail in the end.,最後には正義が勝つだろう。
demise,"【名】死, 終焉.",/dɪˈmaɪz/,The king's demise was a great loss to the kingdom.,王の死は王国にとって大きな損失であった。
publish,"【動】出版する, 公表する.",/'pʌblɪʃ/,The author plans to publish a new book next month.,著者は来月新しい本を出版する予定です。
testify,"【動】証言する, 証明する.",/tɛstɪfaɪ/,He will testify in court tomorrow.,彼は明日、法廷で証言する予定です。
liquidation,"【名】清算, リキッド.",/lɪkwɪˈdeɪʃən/,The company went into liquidation and all its assets were sold off.,会社は清算手続きに入り、全ての資産が売却されました。
clip,"【名】クリップ, 切り抜き;【動】...を切り取る, 留める.",/klɪp/,I need to clip the papers together.,私は紙を一緒にクリップで留める必要があります。
drill,"【名】(電気)ドリル, 穴あけ機;【動】...に穴を開ける, 訓練する.",/drɪl/,I need to buy a new drill for my home improvement project.,私は家の改修プロジェクトのために新しいドリルを買う必要があります。
audit,"【名】監査, 会計検査;【動】...を監査する.",/ˈɔːdɪt/,The company hired an external auditor to conduct a thorough audit of its financial statements.,会社は外部の監査人を雇い、財務諸表の徹底的な監査を行いました。
bail,"【名】保釈, 保釈金;【動】...を保釈する, 難局から救い出す.",/beɪl/,He was released on bail.,彼は保釈された。
bolster,"【動】...を強化する, 支持する;【名】支持物, 枕.",/ˈbəʊlstər/,The new evidence will bolster our case.,新たな証拠は私たちのケースを強化するでしょう。
dent,"【名】へこみ, くぼみ;【動】...にへこみをつける.",/dɛnt/,I have a dentist appointment tomorrow.,明日、歯医者の予約があります。
dub,"【動】...にあだ名をつける, ...を〜と呼ぶ.",/dʌb/,He likes to dub movies in his free time.,彼は暇な時間に映画の吹き替えをするのが好きです。
forge,"【動】...を偽造する, 鍛える;【名】鍛冶場.",/fɔːrdʒ/,He used a hammer to forge the metal into a sword.,彼は金属を剣に鍛えるためにハンマーを使った。
verdict,"【名】評決, 判断.",/vɜːrˈdɪkt/,The jury reached a unanimous verdict.,陪審員は全員一致の評決に達した。
steep,"【形】急な, (価格が)急激な;【動】...を浸す, 染み込ませる.",/stiːp/,The tea merchant recommended steeping the delicate oolong leaves for just two minutes for a light and floral taste.,軽やかでフローラルな味わいになるため、その茶商は繊細なウーロン茶の葉を2分間蒸らすことを勧めた。
tick,"【名】ダニ, カチッという音;【動】カチッと音を立てる, ...をチェックする.",/tɪk/,I found a tick on my dog's fur.,私は犬の毛にダニを見つけました。
tremendous,"【形】とてつもない, 途方もない;【名】膨大な量.",/trɪˈmɛndəs/,The storm caused tremendous damage to the city.,その嵐は都市にものすごい被害をもたらしました。
sack,"【名】袋, サック;【動】...を解雇する, 袋に詰める.",/sæk/,He carried a heavy sack on his back.,彼は背中に重い袋を運んでいた。
sheer off,"【動】急に逸れる, 方向を変える.",/ʃɪər/,The ship had to sheer off to avoid the iceberg.,船は氷山を避けるために針路を変えなければならなかった。
summit,"【名】頂上, 山頂;【形】最高の;【動】頂点に達する.",/ˈsʌmɪt/,They reached the summit of the mountain.,彼らは山の頂上に到達した。
timber,"【名】材木, 木材;【動】...を板材にする.",/'tɪmbər/,The carpenter used timber to build the wooden table.,大工は木材を使って木製のテーブルを作りました。
bound,"【動】束縛する, 縛る;【形】〜行きの;【名】境界, 範囲.",/baʊnd/,She bound the books together with a ribbon.,彼女はリボンで本を束ねた。
orient,"【動】...を向ける, 適応させる;【形】東洋の.",/ˈɔːriənt/,She decided to orient herself towards a career in marketing.,彼女はマーケティングのキャリアに方向転換することを決めた。
treasury,"【名】国庫, 財務省.",/ˈtrɛʒəri/,The treasury is responsible for managing the country's finances.,財務省は国の財政を管理する責任があります。
speculation,"【名】推測, 投機.",/spɛkjəˈleɪʃən/,There is a lot of speculation about the outcome of the election.,選挙の結果についての憶測がたくさんあります。
machinery,"【名】機械装置, 機構.",/məˈʃiːnəri/,The factory is equipped with state-of-the-art machinery.,その工場は最新の機械を備えています。
namely,"【副】すなわち, つまり.",/'neɪmli/,"He loves outdoor activities, namely hiking and camping.",彼はアウトドア活動、すなわちハイキングとキャンプが大好きです。
